"Var1","Var2","value"
"Wolof","Tswana",0.494666666666667
"Egyptian Arabic","Tswana",0.765333333333333
"Kabyle","Tswana",0.665333333333333
"Latin","Tswana",0.636666666666667
"Neapolitan","Tswana",0.694666666666667
"Spanish","Tswana",0.604
"English","Tswana",0.561333333333333
"French","Tswana",0.765333333333333
"Dutch","Tswana",0.811333333333332
"Icelandic","Tswana",0.601333333333334
"Irish","Tswana",0.634666666666666
"Serbian","Tswana",0.670666666666667
"Russian","Tswana",0.636666666666667
"Bashkir","Tswana",0.863999999999999
"Chuvash","Tswana",0.798
"Erzya","Tswana",0.860666666666665
"Estonian","Tswana",0.732
"Gagauz","Tswana",0.654666666666666
"Latvian","Tswana",0.791999999999999
"Vepsian","Tswana",0.628
"Czech","Tswana",0.658
"Meadow Mari","Tswana",0.664666666666667
"Bulgarian","Tswana",0.68
"Belarusian","Tswana",0.737333333333333
"Hungarian","Tswana",0.706666666666666
"Lithuanian","Tswana",0.773333333333333
"Kalmyk","Tswana",0.625333333333333
"Armenian","Tswana",0.549333333333334
"Kurdish (Sorani)","Tswana",0.614
"Abkhazian","Tswana",0.711333333333334
"Kabardian","Tswana",0.514
"Turkish","Tswana",0.608666666666667
"Ossetian","Tswana",0.63
"Hebrew","Tswana",0.694666666666667
"Sindhi","Tswana",0.631333333333333
"Eastern Punjabi","Tswana",0.695333333333333
"Kazakh","Tswana",0.589333333333334
"Sakha","Tswana",0.751333333333333
"Korean","Tswana",0.594
"Chinese","Tswana",0.690666666666667
"Nuosu","Tswana",0.636666666666667
"Japanese","Tswana",0.661333333333333
"Tibetan","Tswana",0.731333333333333
"Bengali","Tswana",0.807333333333332
"Kashmiri","Tswana",0.761333333333333
"Gujarati","Tswana",0.729333333333334
"Telugu","Tswana",0.585333333333333
"Tamil","Tswana",0.63
"Malayalam","Tswana",0.656666666666666
"Sinhalese","Tswana",0.718
"Burmese","Tswana",0.578666666666667
"Vietnamese","Tswana",0.77
"Khmer","Tswana",0.755333333333333
"Malay","Tswana",0.764
"Thai","Tswana",0.569333333333333
"Cebuano","Tswana",0.687333333333333
"Banyumasan","Tswana",0.654666666666666
"Minangkabau","Tswana",0.766
"Tetum","Tswana",0.776
"Nauruan","Tswana",0.742
"Chamorro","Tswana",0.674
"Samoan","Tswana",0.827999999999999
"Tongan","Tswana",0.692
"Maori","Tswana",0.894666666666665
"Hawaiian","Tswana",0.829999999999999
"Tahitian","Tswana",0.820666666666666
"Inupiak","Tswana",0.787999999999999
"Cheyenne","Tswana",0.627333333333334
"Choctaw","Tswana",0.652
"Muscogee","Tswana",0.758666666666666
"Cherokee","Tswana",0.695333333333333
"Navajo","Tswana",0.494666666666667
"Haitian","Tswana",0.646666666666667
"Aymara","Tswana",0.628
"Guarani","Tswana",0.662
"Herero","Shona",0.615333333333333
"Zulu","Shona",0.469333333333333
"Tswana","Shona",0.505333333333333
"Shona","Shona",0
"Ndonga","Shona",0.470666666666667
"Swati","Shona",0.494
"Tsonga","Shona",0.399333333333333
"Venda","Shona",0.646
"Kongo","Shona",0.522666666666667
"Tumbuka","Shona",0.572666666666667
"Kikuyu","Shona",0.526666666666667
"Luganda","Shona",0.602
"Kinyarwanda","Shona",0.547333333333334
"Lingala","Shona",0.546
"Kirundi","Shona",0.618
"Igbo","Shona",0.616
"Bambara","Shona",0.58
"Tigrinya","Shona",0.703333333333333
"Afar","Shona",0.604
"Amharic","Shona",0.603333333333333
"Kanuri","Shona",0.566666666666667
"Wolof","Shona",0.556
"Egyptian Arabic","Shona",0.799999999999999
"Kabyle","Shona",0.573333333333334
"Latin","Shona",0.663333333333333
"Neapolitan","Shona",0.773999999999999
"Spanish","Shona",0.666
"English","Shona",0.702
"French","Shona",0.750666666666666
"Dutch","Shona",0.857333333333332
"Icelandic","Shona",0.634666666666667
"Irish","Shona",0.708
"Serbian","Shona",0.669333333333333
"Russian","Shona",0.904666666666666
"Bashkir","Shona",0.754666666666666
"Chuvash","Shona",0.739333333333333
"Erzya","Shona",0.738666666666666
"Estonian","Shona",0.666
"Gagauz","Shona",0.798666666666666
"Latvian","Shona",0.725333333333333
"Vepsian","Shona",0.738
"Czech","Shona",0.698
"Meadow Mari","Shona",0.651333333333334
"Bulgarian","Shona",0.674666666666667
"Belarusian","Shona",0.735333333333333
"Hungarian","Shona",0.747333333333333
"Lithuanian","Shona",0.714
"Kalmyk","Shona",0.668666666666667
"Armenian","Shona",0.613333333333333
"Kurdish (Sorani)","Shona",0.65
"Abkhazian","Shona",0.724
"Kabardian","Shona",0.636666666666667
"Turkish","Shona",0.727333333333333
"Ossetian","Shona",0.658
"Hebrew","Shona",0.729333333333333
"Sindhi","Shona",0.642
"Eastern Punjabi","Shona",0.776666666666666
"Kazakh","Shona",0.716
"Sakha","Shona",0.596
"Korean","Shona",0.542
"Chinese","Shona",0.662666666666667
"Nuosu","Shona",0.64
"Japanese","Shona",0.788
"Tibetan","Shona",0.678
"Bengali","Shona",0.825999999999999
"Kashmiri","Shona",0.69
"Gujarati","Shona",0.744
"Telugu","Shona",0.718
"Tamil","Shona",0.707333333333333
"Malayalam","Shona",0.732
"Sinhalese","Shona",0.69
"Burmese","Shona",0.678666666666667
"Vietnamese","Shona",0.628
"Khmer","Shona",0.604666666666667
"Malay","Shona",0.652666666666667
"Thai","Shona",0.726
"Cebuano","Shona",0.524666666666667
"Banyumasan","Shona",0.748666666666666
"Minangkabau","Shona",0.706666666666666
"Tetum","Shona",0.708666666666666
"Nauruan","Shona",0.708
"Chamorro","Shona",0.683333333333333
"Samoan","Shona",0.799333333333333
"Tongan","Shona",0.595333333333333
"Maori","Shona",0.742666666666667
"Hawaiian","Shona",0.676
"Tahitian","Shona",0.69
"Inupiak","Shona",0.698666666666667
"Cheyenne","Shona",0.629333333333333
"Choctaw","Shona",0.657333333333333
"Muscogee","Shona",0.626
"Cherokee","Shona",0.661333333333334
"Navajo","Shona",0.584666666666667
"Haitian","Shona",0.826666666666666
"Aymara","Shona",0.670666666666667
"Guarani","Shona",0.675333333333333
"Herero","Ndonga",0.53
"Zulu","Ndonga",0.574
"Tswana","Ndonga",0.553333333333333
"Shona","Ndonga",0.470666666666667
"Ndonga","Ndonga",0
"Swati","Ndonga",0.512
"Tsonga","Ndonga",0.563333333333334
"Venda","Ndonga",0.655999999999999
"Kongo","Ndonga",0.514666666666667
"Tumbuka","Ndonga",0.64
"Kikuyu","Ndonga",0.586666666666667
"Luganda","Ndonga",0.592000000000001
"Kinyarwanda","Ndonga",0.595333333333334
"Lingala","Ndonga",0.615333333333333
"Kirundi","Ndonga",0.795333333333332
"Igbo","Ndonga",0.642
"Bambara","Ndonga",0.504666666666667
"Tigrinya","Ndonga",0.598666666666667
"Afar","Ndonga",0.628666666666667
"Amharic","Ndonga",0.64
"Kanuri","Ndonga",0.618666666666667
"Wolof","Ndonga",0.525333333333333
"Egyptian Arabic","Ndonga",0.740666666666667
"Kabyle","Ndonga",0.688666666666667
"Latin","Ndonga",0.664666666666666
"Neapolitan","Ndonga",0.791999999999999
"Spanish","Ndonga",0.725333333333334
"English","Ndonga",0.791999999999999
"French","Ndonga",0.785333333333332
"Dutch","Ndonga",0.795999999999999
"Icelandic","Ndonga",0.708666666666667
"Irish","Ndonga",0.638
"Serbian","Ndonga",0.789999999999999
"Russian","Ndonga",0.791999999999999
"Bashkir","Ndonga",0.855333333333332
"Chuvash","Ndonga",0.855333333333332
"Erzya","Ndonga",0.845333333333332
"Estonian","Ndonga",0.657333333333333
"Gagauz","Ndonga",0.865333333333332
"Latvian","Ndonga",0.787333333333332
"Vepsian","Ndonga",0.655999999999999
"Czech","Ndonga",0.781333333333332
"Meadow Mari","Ndonga",0.661333333333333
"Bulgarian","Ndonga",0.791999999999999
"Belarusian","Ndonga",0.747333333333333
"Hungarian","Ndonga",0.753333333333333
"Lithuanian","Ndonga",0.785999999999999
"Kalmyk","Ndonga",0.639333333333333
"Armenian","Ndonga",0.583333333333333
"Kurdish (Sorani)","Ndonga",0.591333333333334
"Abkhazian","Ndonga",0.778666666666666
"Kabardian","Ndonga",0.688
"Turkish","Ndonga",0.792666666666665
"Ossetian","Ndonga",0.693333333333333
"Hebrew","Ndonga",0.661999999999999
"Sindhi","Ndonga",0.704666666666667
"Eastern Punjabi","Ndonga",0.676
"Kazakh","Ndonga",0.650666666666666
"Sakha","Ndonga",0.556666666666667
"Korean","Ndonga",0.722666666666667
"Chinese","Ndonga",0.822666666666666
"Nuosu","Ndonga",0.718666666666666
"Japanese","Ndonga",0.828666666666665
"Tibetan","Ndonga",0.799333333333332
"Bengali","Ndonga",0.788666666666666
"Kashmiri","Ndonga",0.728000000000001
"Gujarati","Ndonga",0.779333333333333
"Telugu","Ndonga",0.693333333333333
"Tamil","Ndonga",0.748666666666667
"Malayalam","Ndonga",0.654666666666667
"Sinhalese","Ndonga",0.694
"Burmese","Ndonga",0.762666666666666
"Vietnamese","Ndonga",0.693333333333333
"Khmer","Ndonga",0.686666666666667
"Malay","Ndonga",0.7
"Thai","Ndonga",0.733333333333333
"Cebuano","Ndonga",0.619333333333334
"Banyumasan","Ndonga",0.661999999999999
"Minangkabau","Ndonga",0.682
"Tetum","Ndonga",0.691333333333333
"Nauruan","Ndonga",0.779333333333333
"Chamorro","Ndonga",0.774666666666666
"Samoan","Ndonga",0.829999999999999
"Tongan","Ndonga",0.683333333333333
"Maori","Ndonga",0.763333333333333
"Hawaiian","Ndonga",0.7
"Tahitian","Ndonga",0.704666666666667
"Inupiak","Ndonga",0.763333333333333
"Cheyenne","Ndonga",0.690666666666667
"Choctaw","Ndonga",0.678666666666667
"Muscogee","Ndonga",0.724000000000001
"Cherokee","Ndonga",0.742666666666666
"Navajo","Ndonga",0.592000000000001
"Haitian","Ndonga",0.811333333333332
"Aymara","Ndonga",0.722666666666667
"Guarani","Ndonga",0.624
"Herero","Swati",0.448
"Zulu","Swati",0.435333333333333
"Tswana","Swati",0.445333333333333
"Shona","Swati",0.494
"Ndonga","Swati",0.512
"Swati","Swati",0
"Tsonga","Swati",0.42
"Venda","Swati",0.566666666666667
"Kongo","Swati",0.581333333333333
"Tumbuka","Swati",0.558666666666667
"Kikuyu","Swati",0.434666666666666
"Luganda","Swati",0.466
"Kinyarwanda","Swati",0.511333333333333
"Lingala","Swati",0.572666666666667
"Kirundi","Swati",0.69
"Igbo","Swati",0.564
"Bambara","Swati",0.627333333333333
"Tigrinya","Swati",0.644666666666666
"Afar","Swati",0.608666666666666
"Amharic","Swati",0.67
"Kanuri","Swati",0.639333333333333
"Wolof","Swati",0.618
"Egyptian Arabic","Swati",0.827333333333333
"Kabyle","Swati",0.636666666666666
"Latin","Swati",0.696
"Neapolitan","Swati",0.833333333333332
"Spanish","Swati",0.700666666666667
"English","Swati",0.764666666666666
"French","Swati",0.812666666666666
"Dutch","Swati",0.922
"Icelandic","Swati",0.693333333333333
"Irish","Swati",0.740666666666666
"Serbian","Swati",0.765999999999999
"Russian","Swati",0.811999999999999
"Bashkir","Swati",0.792666666666666
"Chuvash","Swati",0.799999999999999
"Erzya","Swati",0.820666666666666
"Estonian","Swati",0.603333333333333
"Gagauz","Swati",0.807333333333332
"Latvian","Swati",0.748
"Vepsian","Swati",0.694666666666667
"Czech","Swati",0.765333333333333
"Meadow Mari","Swati",0.73
"Bulgarian","Swati",0.840666666666665
"Belarusian","Swati",0.793999999999999
"Hungarian","Swati",0.802666666666667
"Lithuanian","Swati",0.801999999999999
"Kalmyk","Swati",0.532666666666667
"Armenian","Swati",0.615333333333333
"Kurdish (Sorani)","Swati",0.767999999999999
"Abkhazian","Swati",0.644666666666667
"Kabardian","Swati",0.614666666666667
"Turkish","Swati",0.722
"Ossetian","Swati",0.64
"Hebrew","Swati",0.753333333333333
"Sindhi","Swati",0.652
"Eastern Punjabi","Swati",0.825333333333332
"Kazakh","Swati",0.653333333333333
"Sakha","Swati",0.707333333333333
"Korean","Swati",0.763999999999999
"Chinese","Swati",0.801999999999999
"Nuosu","Swati",0.715333333333333
"Japanese","Swati",0.850666666666666
"Tibetan","Swati",0.818666666666666
"Bengali","Swati",0.896666666666666
"Kashmiri","Swati",0.760666666666666
"Gujarati","Swati",0.822666666666666
"Telugu","Swati",0.757333333333333
"Tamil","Swati",0.742666666666666
"Malayalam","Swati",0.755333333333333
"Sinhalese","Swati",0.745333333333333
"Burmese","Swati",0.722
"Vietnamese","Swati",0.754
"Khmer","Swati",0.793333333333333
"Malay","Swati",0.783999999999999
"Thai","Swati",0.770666666666666
"Cebuano","Swati",0.755333333333333
"Banyumasan","Swati",0.677333333333333
"Minangkabau","Swati",0.712666666666666
"Tetum","Swati",0.768666666666666
"Nauruan","Swati",0.795333333333333
"Chamorro","Swati",0.786666666666666
"Samoan","Swati",0.835999999999999
"Tongan","Swati",0.692
"Maori","Swati",0.866666666666666
"Hawaiian","Swati",0.794666666666666
"Tahitian","Swati",0.789333333333333
"Inupiak","Swati",0.731333333333333
"Cheyenne","Swati",0.571333333333333
"Choctaw","Swati",0.681333333333334
"Muscogee","Swati",0.721333333333333
"Cherokee","Swati",0.662666666666667
"Navajo","Swati",0.573333333333334
"Haitian","Swati",0.775333333333333
"Aymara","Swati",0.764666666666666
"Guarani","Swati",0.741333333333333
"Herero","Tsonga",0.654
"Zulu","Tsonga",0.412666666666666
"Tswana","Tsonga",0.561333333333333
"Shona","Tsonga",0.399333333333333
"Ndonga","Tsonga",0.563333333333334
"Swati","Tsonga",0.42
"Tsonga","Tsonga",0
"Venda","Tsonga",0.666666666666666
"Kongo","Tsonga",0.388666666666666
"Tumbuka","Tsonga",0.469333333333333
"Kikuyu","Tsonga",0.579333333333334
"Luganda","Tsonga",0.399999999999999
"Kinyarwanda","Tsonga",0.399999999999999
"Lingala","Tsonga",0.471333333333333
"Kirundi","Tsonga",0.600000000000001
"Igbo","Tsonga",0.509333333333333
"Bambara","Tsonga",0.646
"Tigrinya","Tsonga",0.734
"Afar","Tsonga",0.613333333333333
"Amharic","Tsonga",0.544666666666667
"Kanuri","Tsonga",0.63
"Wolof","Tsonga",0.533333333333333
"Egyptian Arabic","Tsonga",0.811999999999999
"Kabyle","Tsonga",0.7
"Latin","Tsonga",0.640666666666667
"Neapolitan","Tsonga",0.733333333333334
"Spanish","Tsonga",0.661333333333333
"English","Tsonga",0.600000000000001
"French","Tsonga",0.716
"Dutch","Tsonga",0.793999999999999
"Icelandic","Tsonga",0.542
"Irish","Tsonga",0.712
"Serbian","Tsonga",0.793999999999999
"Russian","Tsonga",0.958666666666666
"Bashkir","Tsonga",0.655999999999999
"Chuvash","Tsonga",0.728
"Erzya","Tsonga",0.657333333333333
"Estonian","Tsonga",0.594000000000001
"Gagauz","Tsonga",0.799999999999998
"Latvian","Tsonga",0.657333333333333
"Vepsian","Tsonga",0.600000000000001
"Czech","Tsonga",0.787999999999999
"Meadow Mari","Tsonga",0.626666666666667
"Bulgarian","Tsonga",0.728
"Belarusian","Tsonga",0.706666666666667
"Hungarian","Tsonga",0.749333333333333
"Lithuanian","Tsonga",0.701333333333333
"Kalmyk","Tsonga",0.695333333333333
"Armenian","Tsonga",0.628
"Kurdish (Sorani)","Tsonga",0.662666666666666
"Abkhazian","Tsonga",0.788666666666666
"Kabardian","Tsonga",0.658666666666667
"Turkish","Tsonga",0.73
"Ossetian","Tsonga",0.577333333333333
"Hebrew","Tsonga",0.666666666666666
"Sindhi","Tsonga",0.646666666666667
"Eastern Punjabi","Tsonga",0.787999999999999
"Kazakh","Tsonga",0.857999999999999
"Sakha","Tsonga",0.452
"Korean","Tsonga",0.728000000000001
"Chinese","Tsonga",0.706666666666667
"Nuosu","Tsonga",0.710666666666667
"Japanese","Tsonga",0.797999999999999
"Tibetan","Tsonga",0.732666666666666
"Bengali","Tsonga",0.727333333333334
"Kashmiri","Tsonga",0.600000000000001
"Gujarati","Tsonga",0.851333333333332
"Telugu","Tsonga",0.702666666666667
"Tamil","Tsonga",0.723333333333333
"Malayalam","Tsonga",0.615333333333333
"Sinhalese","Tsonga",0.64
"Burmese","Tsonga",0.552666666666667
"Vietnamese","Tsonga",0.617333333333333
"Khmer","Tsonga",0.724
"Malay","Tsonga",0.614
"Thai","Tsonga",0.608
"Cebuano","Tsonga",0.6
"Banyumasan","Tsonga",0.733333333333334
"Minangkabau","Tsonga",0.630666666666667
"Tetum","Tsonga",0.694
"Nauruan","Tsonga",0.699333333333333
"Chamorro","Tsonga",0.579333333333334
"Samoan","Tsonga",0.600000000000001
"Tongan","Tsonga",0.556666666666667
"Maori","Tsonga",0.666666666666666
"Hawaiian","Tsonga",0.590666666666667
"Tahitian","Tsonga",0.601333333333333
"Inupiak","Tsonga",0.666666666666666
"Cheyenne","Tsonga",0.657999999999999
"Choctaw","Tsonga",0.554
"Muscogee","Tsonga",0.598000000000001
"Cherokee","Tsonga",0.456666666666666
"Navajo","Tsonga",0.666666666666666
"Haitian","Tsonga",0.819333333333332
"Aymara","Tsonga",0.666666666666666
"Guarani","Tsonga",0.731333333333333
"Herero","Venda",0.68
"Zulu","Venda",0.578666666666667
"Tswana","Venda",0.456
"Shona","Venda",0.646
"Ndonga","Venda",0.655999999999999
"Swati","Venda",0.566666666666667
"Tsonga","Venda",0.666666666666666
"Venda","Venda",0
"Kongo","Venda",0.692
"Tumbuka","Venda",0.613333333333333
"Kikuyu","Venda",0.385333333333333
"Luganda","Venda",0.733333333333334
"Kinyarwanda","Venda",0.600000000000001
"Lingala","Venda",0.61
"Kirundi","Venda",0.733333333333334
"Igbo","Venda",0.586000000000001
"Bambara","Venda",0.656666666666666
"Tigrinya","Venda",0.695333333333333
"Afar","Venda",0.738
"Amharic","Venda",0.777999999999999
"Kanuri","Venda",0.749333333333333
"Wolof","Venda",0.600000000000001
"Egyptian Arabic","Venda",0.93
"Kabyle","Venda",0.770666666666666
"Latin","Venda",0.827333333333332
"Neapolitan","Venda",0.866666666666665
"Spanish","Venda",0.794666666666665
"English","Venda",0.799999999999998
"French","Venda",0.850666666666665
"Dutch","Venda",0.932
"Icelandic","Venda",0.744666666666666
"Irish","Venda",0.784666666666666
"Serbian","Venda",0.727333333333334
"Russian","Venda",0.831333333333332
"Bashkir","Venda",0.929333333333333
"Chuvash","Venda",0.862666666666665
"Erzya","Venda",0.795999999999999
"Estonian","Venda",0.862666666666665
"Gagauz","Venda",0.733333333333334
"Latvian","Venda",0.930666666666667
"Vepsian","Venda",0.666666666666666
"Czech","Venda",0.791999999999999
"Meadow Mari","Venda",0.714
"Bulgarian","Venda",0.798666666666665
"Belarusian","Venda",0.822666666666666
"Hungarian","Venda",0.821333333333332
"Lithuanian","Venda",0.781999999999999
"Kalmyk","Venda",0.68
"Armenian","Venda",0.624666666666667
"Kurdish (Sorani)","Venda",0.661999999999999
"Abkhazian","Venda",0.723333333333334
"Kabardian","Venda",0.557333333333333
"Turkish","Venda",0.724000000000001
"Ossetian","Venda",0.630666666666667
"Hebrew","Venda",0.866666666666665
"Sindhi","Venda",0.685333333333333
"Eastern Punjabi","Venda",0.851999999999999
"Kazakh","Venda",0.658666666666666
"Sakha","Venda",0.789333333333332
"Korean","Venda",0.724000000000001
"Chinese","Venda",0.745333333333333
"Nuosu","Venda",0.620666666666667
"Japanese","Venda",0.853999999999999
"Tibetan","Venda",0.783333333333332
"Bengali","Venda",0.926
"Kashmiri","Venda",0.733333333333334
"Gujarati","Venda",0.899999999999999
"Telugu","Venda",0.762666666666666
"Tamil","Venda",0.819333333333332
"Malayalam","Venda",0.801999999999999
"Sinhalese","Venda",0.819999999999999
"Burmese","Venda",0.793999999999999
"Vietnamese","Venda",0.781999999999999
"Khmer","Venda",0.834666666666665
"Malay","Venda",0.831999999999999
"Thai","Venda",0.838666666666665
"Cebuano","Venda",0.763333333333333
"Banyumasan","Venda",0.799999999999998
"Minangkabau","Venda",0.815999999999999
"Tetum","Venda",0.738666666666666
"Nauruan","Venda",0.91
"Chamorro","Venda",0.912666666666666
"Samoan","Venda",1
"Tongan","Venda",0.891333333333332
"Maori","Venda",0.933333333333333
"Hawaiian","Venda",0.947333333333333
"Tahitian","Venda",0.957333333333333
"Inupiak","Venda",0.933333333333333
