lang1,lang2,word,cor
ar,en,salt,0.7937796674828231
ar,en,sand,0.8224144918645626
ar,en,sea,0.5546353876025353
ar,en,sky,0.7042163999768205
ar,en,smoke,0.7545830832970989
ar,en,star,0.6110164718733381
ar,en,stone,0.7983733934494818
ar,en,sun,0.34498514132714947
ar,en,water,0.733744462478994
ar,en,wind,0.3086314904178464
ar,en,year,0.5533472337223436
ar,es,ash,0.46965058464984893
ar,es,cloud,0.4811084825814479
ar,es,day,0.6470022970426125
ar,es,dust,0.7344732495783833
ar,es,earth,0.48067563449877765
ar,es,fire,0.5762207234388103
ar,es,lake,0.8478661847843268
ar,es,moon,0.3597923608787029
ar,es,mountain,0.5368285072608548
ar,es,night,0.7394738750637561
ar,es,river,0.8461459423557028
ar,es,salt,0.7899233808802651
ar,es,sand,0.7193713135518437
ar,es,sea,0.5837537369377853
ar,es,sky,0.6137327262730884
ar,es,smoke,0.504801217403992
ar,es,star,0.5930064590856894
ar,es,stone,0.6882385459911846
ar,es,sun,0.3508479220715761
ar,es,water,0.5940333055950494
ar,es,wind,0.25049013415630905
ar,es,year,0.595863641403517
ar,fa,ash,0.7918288738394649
ar,fa,cloud,0.581031790881449
ar,fa,day,0.727134624653916
ar,fa,dust,0.5550361044159507
ar,fa,earth,0.5385456875645459
ar,fa,fire,0.7136845809621994
ar,fa,lake,0.7915310783449054
ar,fa,moon,0.42077088370953347
ar,fa,mountain,0.7169944542550403
ar,fa,night,0.7724929103946432
ar,fa,river,0.7814969004340625
ar,fa,salt,0.7052693994991313
ar,fa,sand,0.6937320772797257
ar,fa,sea,0.5484080834486595
ar,fa,sky,0.733276245419568
ar,fa,smoke,0.6587847073904737
ar,fa,star,0.549836415159854
ar,fa,stone,0.7459713816190447
ar,fa,sun,0.23659969398188463
ar,fa,water,0.40890688364504674
ar,fa,wind,0.46327500109299524
ar,fa,year,0.48902709435051983
ar,fr,ash,0.8095101155217996
ar,fr,cloud,0.35455465983165685
ar,fr,day,0.7274856473590396
ar,fr,dust,0.6727256965873897
ar,fr,earth,0.5688674101535024
ar,fr,fire,0.7481923375060453
ar,fr,lake,0.7480975004491254
ar,fr,moon,0.28569905607074386
ar,fr,mountain,0.7105754826215926
ar,fr,night,0.7195110626340188
ar,fr,river,0.741805327331038
ar,fr,salt,0.8324963020740307
ar,fr,sand,0.7419648561976344
ar,fr,sea,0.4177763068647329
ar,fr,sky,0.5738730229357178
ar,fr,smoke,0.6968783996822839
ar,fr,star,0.4098523485077607
ar,fr,stone,0.7573541741545939
ar,fr,sun,0.2271984195137555
ar,fr,water,0.4697873926451825
ar,fr,wind,0.24231163883359386
ar,fr,year,0.633655214950991
ar,gu,ash,0.5053603159162539
ar,gu,cloud,-0.07472884178002033
ar,gu,day,0.6902091592935183
ar,gu,dust,0.33469857747491966
ar,gu,earth,0.1484738997444048
ar,gu,fire,-0.15207452140589595
ar,gu,lake,0.4385079154130078
ar,gu,moon,0.21128076264927706
ar,gu,mountain,0.3595929058740071
ar,gu,night,0.6215617913825836
ar,gu,river,0.6973038492091246
ar,gu,salt,0.7195142985232689
ar,gu,sand,0.5057414059132177
ar,gu,sea,0.1770555660077046
ar,gu,sky,-0.3220434278091267
ar,gu,smoke,0.19996273466778455
ar,gu,star,0.17930864501831795
ar,gu,stone,0.20975052546246836
ar,gu,sun,0.2250902959015779
ar,gu,water,0.6787875467521352
ar,gu,wind,-0.04686654925769546
ar,gu,year,0.5239501255026622
ar,hi,ash,0.8023406698921222
ar,hi,cloud,0.35143071961348016
ar,hi,day,0.6283394187952773
ar,hi,dust,0.7858667719139534
ar,hi,earth,0.5761322590275603
ar,hi,fire,0.827524324874588
ar,hi,lake,0.8608715387836762
ar,hi,moon,0.3068689081432564
ar,hi,mountain,0.8412528929734363
ar,hi,night,0.6906339662313765
ar,hi,river,0.8166810440994596
ar,hi,salt,0.8053117031518646
ar,hi,sand,0.7762892592527756
ar,hi,sea,0.7130229969683334
ar,hi,sky,0.6081058571276617
ar,hi,smoke,0.8004798799275625
ar,hi,star,0.5888523818787748
ar,hi,stone,0.7924628417521106
ar,hi,sun,0.654338360781709
ar,hi,water,0.5583949838962412
ar,hi,wind,0.6225134085581743
ar,hi,year,0.49994606474799913
ar,id,ash,0.45051042349460374
ar,id,cloud,0.3192226479705541
ar,id,day,0.8219517047784541
ar,id,dust,0.4018398076029452
ar,id,earth,0.3117470073374653
ar,id,fire,0.4346109087495741
ar,id,lake,0.8387979595180727
ar,id,moon,0.19759969345800527
ar,id,mountain,0.6126946570193926
ar,id,night,0.8185690281047922
ar,id,river,0.8153105205027942
ar,id,salt,0.7010851542839398
ar,id,sand,0.6420740540500149
ar,id,sea,0.522158267392393
ar,id,sky,0.5553695976483978
ar,id,smoke,0.13975745873472656
ar,id,star,0.5202846352125561
ar,id,stone,0.650718227617518
ar,id,sun,0.32253733192711515
ar,id,water,0.6362043089444612
ar,id,wind,0.08861130805179575
ar,id,year,0.46276986570352124
ar,ig,ash,NA
ar,ig,cloud,-0.08141435388569955
ar,ig,day,0.3199894454229819
ar,ig,dust,NA
ar,ig,earth,-0.27610469787522507
ar,ig,fire,0.23688000531446657
ar,ig,lake,NA
ar,ig,moon,0.34732708322703826
ar,ig,mountain,-0.13585768266687892
ar,ig,night,NA
ar,ig,river,0.4246575073864919
ar,ig,salt,0.12537541275681593
ar,ig,sand,NA
ar,ig,sea,0.7168795908295947
ar,ig,sky,0.05034097943962142
ar,ig,smoke,NA
ar,ig,star,NA
ar,ig,stone,NA
ar,ig,sun,-0.16748513344310706
ar,ig,water,0.16034761914234763
ar,ig,wind,NA
ar,ig,year,-0.1481029952190313
ar,it,ash,0.7248354633827369
ar,it,cloud,0.4457513756479503
ar,it,day,0.76535737272355
ar,it,dust,0.764855487511664
ar,it,earth,0.5897882000661386
ar,it,fire,0.6052199015493943
ar,it,lake,0.7611214535108896
ar,it,moon,0.18470277199229737
ar,it,mountain,0.6727680821526567
ar,it,night,0.8131163594181035
ar,it,river,0.792902368086659
ar,it,salt,0.6964287588669573
ar,it,sand,0.622179850618603
ar,it,sea,0.5836842245448273
ar,it,sky,0.6773942037568271
ar,it,smoke,0.7419971015827377
ar,it,star,0.5130013010752713
ar,it,stone,0.8122659014618498
ar,it,sun,0.351596198571012
ar,it,water,0.47973073681215295
ar,it,wind,0.4930335517139253
ar,it,year,0.6687133239742177
ar,ja,ash,-0.0848252332777066
ar,ja,cloud,-0.28937479268571337
ar,ja,day,0.2732341801741949
ar,ja,dust,0.5702694732302407
ar,ja,earth,-0.060770773910420565
ar,ja,fire,0.3135106000355902
ar,ja,lake,0.4961464760357226
ar,ja,moon,0.018125753755795965
ar,ja,mountain,0.2644682967653602
ar,ja,night,0.03895906510839269
ar,ja,river,0.5171156782337666
ar,ja,salt,0.09270219206696305
ar,ja,sand,0.07205127156249913
ar,ja,sea,0.35290593771283807
ar,ja,sky,-0.09777724205037247
ar,ja,smoke,-0.1654735104563982
ar,ja,star,0.1380091094555884
ar,ja,stone,0.08372210173813417
ar,ja,sun,0.4273613773735622
ar,ja,water,0.10692774687291634
ar,ja,wind,-0.047634586574951364
ar,ja,year,0.31264379211868293
ar,kn,ash,0.6851921327698693
ar,kn,cloud,0.32263508379053346
ar,kn,day,0.6085651752170892
ar,kn,dust,0.821616380734028
ar,kn,earth,0.7445680104822969
ar,kn,fire,0.72643252853202
ar,kn,lake,0.8180204694905752
ar,kn,moon,0.21191080366854348
ar,kn,mountain,0.6374393928863207
ar,kn,night,0.682180249044375
ar,kn,river,0.7123855887351164
ar,kn,salt,0.805303876997813
ar,kn,sand,0.8421679160266938
ar,kn,sea,0.5537829609762718
ar,kn,sky,0.7069713271071884
ar,kn,smoke,0.7810692803256257
ar,kn,star,0.6279873025187555
ar,kn,stone,0.6743692288137456
ar,kn,sun,0.44522413329213933
ar,kn,water,NA
ar,kn,wind,0.5460971773553549
ar,kn,year,0.5556339166299712
ar,ko,ash,0.1422903881486376
ar,ko,cloud,0.22811955422137253
ar,ko,day,0.6411107367830661
ar,ko,dust,0.1098386966768163
ar,ko,earth,0.42239481183780725
ar,ko,fire,0.3388985705726523
ar,ko,lake,0.5885198723028788
ar,ko,moon,0.38396941753429714
ar,ko,mountain,0.40041669334650976
ar,ko,night,0.5711178487383058
ar,ko,river,0.7708155925979847
ar,ko,salt,0.699124283059494
ar,ko,sand,0.5103540619604702
ar,ko,sea,0.3568474058077109
ar,ko,sky,0.5373859709782393
ar,ko,smoke,0.6733883448924928
ar,ko,star,0.4869252863294875
ar,ko,stone,0.35378784076157477
ar,ko,sun,0.23078950700502432
ar,ko,water,0.6249270172125782
ar,ko,wind,0.3458486205746149
ar,ko,year,0.5078285785023917
ar,ml,ash,0.7441034274711252
ar,ml,cloud,0.25199878022944977
ar,ml,day,0.7083669982380352
ar,ml,dust,0.6990628685987648
ar,ml,earth,0.47000770387292234
ar,ml,fire,0.6894337646777259
ar,ml,lake,0.7976943698663038
ar,ml,moon,0.36955272638122727
ar,ml,mountain,0.6287141710286902
ar,ml,night,0.7975886508246737
ar,ml,river,0.7479088348755845
ar,ml,salt,0.7650465549438186
ar,ml,sand,NA
ar,ml,sea,0.5125936359119476
ar,ml,sky,0.568614838403887
ar,ml,smoke,0.6535744142485961
ar,ml,star,0.4792645481753413
ar,ml,stone,0.7331246607059517
ar,ml,sun,0.409464583524812
ar,ml,water,0.6663708608696175
ar,ml,wind,-0.011344421070784318
ar,ml,year,0.6495767608466717
ar,mr,ash,0.6664078851089681
ar,mr,cloud,0.1834709114660884
ar,mr,day,0.4894574088437676
ar,mr,dust,0.3852820207614257
ar,mr,earth,0.5286989609427024
ar,mr,fire,0.5816096912180648
ar,mr,lake,0.1712331547243057
ar,mr,moon,0.18035817758667386
ar,mr,mountain,0.6548132573810392
ar,mr,night,0.4012765556293232
ar,mr,river,0.28694690002431483
ar,mr,salt,0.7212658590709143
ar,mr,sand,0.7462273674386615
ar,mr,sea,0.5195743216600732
ar,mr,sky,0.3211629001708578
ar,mr,smoke,0.4339652120721767
ar,mr,star,0.3778293751925092
ar,mr,stone,0.6473957163921081
ar,mr,sun,0.31277928715415776
ar,mr,water,0.7836855112606854
ar,mr,wind,0.14203682138419216
ar,mr,year,0.4775057897984348
ar,ne,ash,0.04928380416494148
ar,ne,cloud,-0.3266808664543402
ar,ne,day,0.33524262919712566
ar,ne,dust,NA
ar,ne,earth,0.28475127362629205
ar,ne,fire,0.5964445080233655
ar,ne,lake,0.3074260568373034
ar,ne,moon,0.39349554871929743
ar,ne,mountain,0.7002707957919678
ar,ne,night,0.6418607280442559
ar,ne,river,0.4053459561964682
ar,ne,salt,0.03778258338150145
ar,ne,sand,0.39288438440610846
ar,ne,sea,0.4219236956894108
ar,ne,sky,0.22627918755824405
ar,ne,smoke,0.40997041039910903
ar,ne,star,0.5741450274220617
ar,ne,stone,0.48361838500954263
ar,ne,sun,0.23366168887048142
ar,ne,water,0.3858432811203882
ar,ne,wind,0.36106163963253024
ar,ne,year,0.4910717186146242
ar,nl,ash,0.33420188858198774
ar,nl,cloud,0.260361816252969
ar,nl,day,0.7637696271790387
ar,nl,dust,0.4697330954945074
ar,nl,earth,0.45588690445422725
ar,nl,fire,0.5861625935322108
ar,nl,lake,0.23469964780876332
ar,nl,moon,0.3520493377683988
ar,nl,mountain,NA
ar,nl,night,0.780054148727176
ar,nl,river,NA
ar,nl,salt,0.7148346433148974
ar,nl,sand,0.7821469850837782
ar,nl,sea,0.31764189233426093
ar,nl,sky,0.47007001587015257
ar,nl,smoke,0.35508032847126625
ar,nl,star,0.6152256324346359
ar,nl,stone,0.32643502742563174
ar,nl,sun,0.4157665371352537
ar,nl,water,0.7176396640438403
ar,nl,wind,0.16910900230754622
ar,nl,year,0.5731639301155753
ar,pa,ash,0.8901657723027959
ar,pa,cloud,0.24758510805111716
ar,pa,day,0.368232636480419
ar,pa,dust,0.6894047250927887
ar,pa,earth,0.5714680286800917
ar,pa,fire,0.7824913887984629
ar,pa,lake,0.5048442436881416
ar,pa,moon,0.2315189729276672
ar,pa,mountain,0.7527458269388491
ar,pa,night,0.605636795693816
ar,pa,river,0.45832585565328005
ar,pa,salt,0.6334903656810603
ar,pa,sand,0.6894317637890033
ar,pa,sea,0.3540826711280949
ar,pa,sky,0.24748905614373762
ar,pa,smoke,0.7709224397127229
ar,pa,star,0.49410219661496435
ar,pa,stone,0.6410683553599117
ar,pa,sun,0.15316710346512663
ar,pa,water,0.5807567943849058
ar,pa,wind,0.5086290190409745
ar,pa,year,0.543454827305983
ar,pl,ash,0.8672731994475794
ar,pl,cloud,0.23452080721551347
ar,pl,day,0.7713329232988487
ar,pl,dust,0.7272401681599066
ar,pl,earth,0.38932248623160404
ar,pl,fire,0.7253682055684328
ar,pl,lake,0.7876541703790652
ar,pl,moon,0.2989131574555051
ar,pl,mountain,0.4177007095916264
ar,pl,night,0.7479203750955011
ar,pl,river,0.7174801440560151
ar,pl,salt,0.7220599596012914
ar,pl,sand,0.8394535264763333
ar,pl,sea,0.4121254927592662
ar,pl,sky,0.5274304829310044
ar,pl,smoke,0.7187334505662522
ar,pl,star,0.3467618487397796
ar,pl,stone,0.806686898192966
ar,pl,sun,0.3327569257835915
ar,pl,water,0.5610710771653857
ar,pl,wind,0.48106068852506695
ar,pl,year,0.5551688915032762
ar,pt,ash,0.8289045616120755
ar,pt,cloud,0.25392789041802094
ar,pt,day,0.6900742190377774
ar,pt,dust,0.6987453608756712
ar,pt,earth,0.5235724223178049
ar,pt,fire,0.8011741917400957
ar,pt,lake,0.6903982764913918
ar,pt,moon,0.31113341400392863
ar,pt,mountain,0.6718028907231639
ar,pt,night,0.6676395775918929
ar,pt,river,0.8073529521037274
ar,pt,salt,0.6872721341709419
ar,pt,sand,0.714629431427695
ar,pt,sea,0.44734137014941683
ar,pt,sky,0.4648923257058979
ar,pt,smoke,0.7549988358805172
ar,pt,star,0.24050381309869748
ar,pt,stone,0.8141434849713156
ar,pt,sun,0.40520449564845645
ar,pt,water,0.5275085201256119
ar,pt,wind,0.5843657459780468
ar,pt,year,0.549011502347708
ar,ro,ash,0.41676397999765713
ar,ro,cloud,0.2631502257879429
ar,ro,day,0.7941983821632115
ar,ro,dust,0.4901961818309017
ar,ro,earth,0.35569058340251686
ar,ro,fire,0.641755975907421
ar,ro,lake,0.5990452005042269
ar,ro,moon,0.5262645550899173
ar,ro,mountain,0.7139324454964285
ar,ro,night,0.6930010441738425
ar,ro,river,0.5794827636461823
ar,ro,salt,0.7366771715664172
ar,ro,sand,0.5942247165425389
ar,ro,sea,0.2861706886622802
ar,ro,sky,0.6615705171046569
ar,ro,smoke,0.5611668379274325
ar,ro,star,0.5462164994494215
ar,ro,stone,0.6990843104416874
ar,ro,sun,0.26496034270241287
ar,ro,water,0.49011611357650814
ar,ro,wind,0.294731448962128
ar,ro,year,0.41540186292853915
ar,ru,ash,0.520482343630317
ar,ru,cloud,0.20051285901052038
ar,ru,day,0.8423457423434418
ar,ru,dust,0.5132757093500199
ar,ru,earth,0.408053312489032
ar,ru,fire,0.6965582115902321
ar,ru,lake,0.7560941585493841
ar,ru,moon,0.2789239308227534
ar,ru,mountain,0.5114190260722561
ar,ru,night,0.8266875323466656
ar,ru,river,0.8099547384297713
ar,ru,salt,0.5872304043417956
ar,ru,sand,0.8799905254506727
ar,ru,sea,0.4090573016697401
ar,ru,sky,0.5109397266973397
ar,ru,smoke,0.6572772950016936
ar,ru,star,0.30738918265580745
ar,ru,stone,0.7800614224332912
ar,ru,sun,0.36010149344236
ar,ru,water,0.47589882869440675
ar,ru,wind,0.4938835430953574
ar,ru,year,0.5161109772786046
ar,ta,ash,0.4071265355882376
ar,ta,cloud,0.37419270903359825
ar,ta,day,0.8146020388832806
ar,ta,dust,0.5230047026012828
ar,ta,earth,0.4158495991218611
ar,ta,fire,0.4700225918139814
ar,ta,lake,0.5578638576464815
ar,ta,moon,0.20906299181604893
ar,ta,mountain,0.6396028186121097
ar,ta,night,0.8000973433563134
ar,ta,river,0.44163321467602185
ar,ta,salt,0.6756667459640033
ar,ta,sand,0.6644548227496017
ar,ta,sea,0.34163295377185177
ar,ta,sky,0.6353777348448314
ar,ta,smoke,0.7125356689150033
ar,ta,star,0.6730754096518798
ar,ta,stone,0.36919685407127817
ar,ta,sun,0.42105457407273444
ar,ta,water,0.5991266070585874
ar,ta,wind,0.2028131803335537
ar,ta,year,0.6591133543466945
ar,te,ash,0.6480527124348352
ar,te,cloud,0.5156654493027834
ar,te,day,0.8798360893487287
ar,te,dust,0.7863449929326997
ar,te,earth,0.6614741778190162
ar,te,fire,NA
ar,te,lake,0.689752394440719
ar,te,moon,0.4313830505601172
ar,te,mountain,0.5723509688681983
ar,te,night,0.7439793247857555
ar,te,river,0.7338268954848012
ar,te,salt,-0.1484268382784671
ar,te,sand,0.6016994265738459
ar,te,sea,0.33251406542977835
ar,te,sky,0.5820837433629322
ar,te,smoke,0.6456408288965607
ar,te,star,0.29119391201898676
ar,te,stone,0.4825625801851881
ar,te,sun,0.4281720318501568
ar,te,water,0.3020210357201208
ar,te,wind,0.4226293285334612
ar,te,year,0.4458726798921287
ar,th,ash,0.8417690622964448
ar,th,cloud,0.3077510194663023
ar,th,day,0.2823297305087814
ar,th,dust,0.7378707952085541
ar,th,earth,0.2384853218211131
ar,th,fire,0.6959142667571822
ar,th,lake,NA
ar,th,moon,NA
ar,th,mountain,0.6812098683696013
ar,th,night,NA
ar,th,river,0.7730021486289225
ar,th,salt,0.8312824980130719
ar,th,sand,0.6559003342284012
ar,th,sea,0.6756323645593604
ar,th,sky,0.3724159206140728
ar,th,smoke,0.7948777294878718
ar,th,star,0.6522555268575254
ar,th,stone,0.8156082347991
ar,th,sun,NA
ar,th,water,0.6932972645827034
ar,th,wind,0.4051012799566691
ar,th,year,0.6469033003996523
ar,tl,ash,0.5211219822541913
ar,tl,cloud,0.2780095414991701
ar,tl,day,0.5856830549650226
ar,tl,dust,0.7290366748770061
ar,tl,earth,0.46241837258900736
ar,tl,fire,0.5460891974332791
ar,tl,lake,0.566122199737228
ar,tl,moon,0.14463606410714042
ar,tl,mountain,0.6942171864518548
ar,tl,night,0.6783542880035206
ar,tl,river,0.7324314532154655
ar,tl,salt,0.6365092413295945
ar,tl,sand,0.28970554863902076
ar,tl,sea,0.5167499695395205
ar,tl,sky,0.6184473414302858
ar,tl,smoke,0.6647225499935011
ar,tl,star,0.6483766995647765
ar,tl,stone,0.5038654355562923
ar,tl,sun,0.6748084715726809
ar,tl,water,0.4839678686606355
ar,tl,wind,0.36181618228509144
ar,tl,year,0.5010463313955521
ar,tr,ash,0.7929697132621293
ar,tr,cloud,0.16246233471296856
ar,tr,day,0.8129579001109373
ar,tr,dust,0.5738696118357525
ar,tr,earth,0.6201978449421743
ar,tr,fire,0.7581145710207908
ar,tr,lake,0.6723361797746111
ar,tr,moon,0.30021262826498707
ar,tr,mountain,0.7196553711621303
ar,tr,night,0.7745502433214065
ar,tr,river,0.8162748878207393
ar,tr,salt,0.7295740363148032
ar,tr,sand,0.6512301652779012
ar,tr,sea,0.6788741563483679
ar,tr,sky,0.6077886274837543
ar,tr,smoke,0.616629714209251
ar,tr,star,0.3812215685574565
ar,tr,stone,0.7711603474242466
ar,tr,sun,0.34728642027133166
ar,tr,water,0.6584008298820186
ar,tr,wind,0.20570340565084932
ar,tr,year,0.48064298539704714
ar,ur,ash,-0.18620315573107118
ar,ur,cloud,0.34906975417893266
ar,ur,day,0.6456062591024655
ar,ur,dust,0.30447297989963634
ar,ur,earth,0.5955906111237511
ar,ur,fire,0.5803015930637532
ar,ur,lake,0.5847321515523157
ar,ur,moon,0.3155248554545125
ar,ur,mountain,0.43920257677314845
ar,ur,night,0.8027071640888473
ar,ur,river,0.8325884278143864
ar,ur,salt,0.6278008962222511
ar,ur,sand,0.5551076582393767
ar,ur,sea,0.7763550312340175
ar,ur,sky,0.6207321132802532
ar,ur,smoke,0.46525752489817973
ar,ur,star,0.38954859322266333
ar,ur,stone,0.5412479206854259
ar,ur,sun,0.4411071078006664
ar,ur,water,0.602693247701345
ar,ur,wind,0.19571950305431282
ar,ur,year,0.4157173051649551
ar,vi,ash,0.7252908527134215
ar,vi,cloud,0.21032444538859035
ar,vi,day,0.4103982676513462
ar,vi,dust,0.630447843570725
ar,vi,earth,0.42599743731722833
ar,vi,fire,0.14655886024342438
ar,vi,lake,0.46874978243471693
ar,vi,moon,0.2770743564487739
ar,vi,mountain,0.38697285243641
ar,vi,night,0.5126403681992355
ar,vi,river,0.5468931242894265
ar,vi,salt,0.6722940484789579
ar,vi,sand,0.5034823410021165
ar,vi,sea,0.5923311164540667
ar,vi,sky,0.46671587604680437
ar,vi,smoke,0.7071931118400481
ar,vi,star,0.5470824960311573
ar,vi,stone,0.6908265401261889
ar,vi,sun,0.25326795015289116
ar,vi,water,0.35163989930811557
ar,vi,wind,0.3389582007796331
ar,vi,year,0.6144993946453884
ar,yo,ash,NA
ar,yo,cloud,NA
ar,yo,day,0.36331451350819494
ar,yo,dust,0.3580420307884593
ar,yo,earth,0.33900155186031233
ar,yo,fire,0.49175958902052136
ar,yo,lake,0.5902376643959375
ar,yo,moon,NA
ar,yo,mountain,0.5508345234678687
ar,yo,night,NA
ar,yo,river,0.054621289730992915
ar,yo,salt,-0.03008862108752875
ar,yo,sand,NA
ar,yo,sea,0.230375757327777
ar,yo,sky,NA
ar,yo,smoke,NA
ar,yo,star,0.027482741699680725
ar,yo,stone,0.3550816031430918
ar,yo,sun,-0.029212402947056963
ar,yo,water,0.1609965020062881
ar,yo,wind,NA
ar,yo,year,0.3971691011165727
ar,zh,ash,0.2754031732777439
ar,zh,cloud,-0.10508591250494854
ar,zh,day,-0.05243336810346484
ar,zh,dust,0.6331658497508598
ar,zh,earth,0.1928736280327077
ar,zh,fire,0.052303592424952965
ar,zh,lake,0.649883925184852
ar,zh,moon,0.40891731338539655
ar,zh,mountain,0.36868969636837484
ar,zh,night,0.040149755787326644
ar,zh,river,0.6490181632722329
ar,zh,salt,0.4283776105246986
ar,zh,sand,0.1747437372261943
ar,zh,sea,0.3273053082118379
ar,zh,sky,0.21858199776037143
ar,zh,smoke,0.4206521088330491
ar,zh,star,-0.10690491266582292
ar,zh,stone,0.3841010735950437
ar,zh,sun,0.24226685690131294
ar,zh,water,0.2950545793225756
ar,zh,wind,0.16011079273655934
ar,zh,year,0.05806624304537022
bg,ar,ash,0.7890876530967442
bg,ar,cloud,0.44973089187433757
bg,ar,day,0.594634913200811
bg,ar,dust,0.7561627073583466
bg,ar,earth,0.5183345219811708
bg,ar,fire,0.6814928955565228
bg,ar,lake,0.7375688186946614
bg,ar,moon,0.19353473378141092
bg,ar,mountain,0.42466944849108385
bg,ar,night,0.738326601870032
bg,ar,river,0.876453099889071
bg,ar,salt,0.7583931894670223
bg,ar,sand,0.8367646808945303
bg,ar,sea,0.7560687691903164
bg,ar,sky,0.6048991376308099
bg,ar,smoke,0.6715170478998571
bg,ar,star,0.5391737760751903
bg,ar,stone,0.5538400363787408
bg,ar,sun,0.3571404934156606
bg,ar,water,0.7042152119956697
bg,ar,wind,0.38727723431655914
bg,ar,year,0.38533025845107177
bg,bn,ash,0.5930247627981637
bg,bn,cloud,0.48694777595746014
bg,bn,day,0.2633491706015839
bg,bn,dust,0.5409494193991784
bg,bn,earth,0.37984104323001566
bg,bn,fire,0.7240960799309367
bg,bn,lake,0.6974870271803703
bg,bn,moon,0.7581910670517673
bg,bn,mountain,0.6008295996657044
bg,bn,night,0.7659640610677688
bg,bn,river,0.7217920251818193
bg,bn,salt,0.7101826695602812
bg,bn,sand,0.7536147521216064
bg,bn,sea,0.7019668899447876
bg,bn,sky,0.588237907191
bg,bn,smoke,0.6140572773581989
bg,bn,star,0.6580678600190771
bg,bn,stone,0.3974859485767
bg,bn,sun,0.49072431297586033
bg,bn,water,0.6064964947474376
bg,bn,wind,0.4968329531025614
bg,bn,year,0.3000668665440277
bg,de,ash,0.8181313580744357
bg,de,cloud,0.6681269964264583
bg,de,day,0.47755794930086815
bg,de,dust,0.8190818033716146
bg,de,earth,0.7660464254906174
bg,de,fire,0.60457896606361
bg,de,lake,0.7963978363296444
bg,de,moon,0.7286670265945426
bg,de,mountain,0.35898800788463914
bg,de,night,NA
bg,de,river,0.7783933791102817
bg,de,salt,NA
bg,de,sand,0.849816789218236
