lang1_ets,lang2_ets,semantic_dist,eco_dist,asjp_lang_dist,wals_lang_dist,physical_dist,cultural_distances,weighted_mean_trade,mean_trade,weighted_sum_trade,sum_trade,agriculture_and_vegetation,basic_actions_and_technology,emotions_and_values,kinship,law,possession,religion_and_belief,social_and_political_relations,the_house,the_physical_world
urd,fre,2.0948767640637094,3.72756538378624,0.8245520192564856,168.73051502187934,6150155.394462998,0.545806451612903,-19.018429948917507,-16.65992396199613,-19.71157712947745,-17.353071142556075,0,0.574583333333333,0.618,0.766785714285714,0.415454545454546,0.433181818181818,0.616666666666666,0.492692307692308,0.567272727272727,0.536666666666666
gre,fre,1.2947621656164914,0.8567220719574445,0.8501381831149148,157.29745348795822,1897137.6254544233,NA,-17.166109621246324,-16.519737280801444,-17.859256801806268,-17.21288446136139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rus,fre,1.0993857009529668,2.2409401755595604,0.8594989747704377,120.9906980027666,3325510.347018454,0.470537634408602,-18.289127395581534,-16.38512700688036,-18.982274576141478,-17.078274187440304,0.272727272727273,0.721666666666666,0.735333333333333,0.334285714285714,0.288181818181818,0.585909090909091,0.405,0.337307692307692,0.509090909090909,0.405
ita,fre,1.0373115408760598,0.48222921184931494,0.6975127039315324,139.261344666058,996227.3165250592,NA,-18.69348988053333,-17.47985822095034,-19.38663706109328,-18.173005401510284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pol,fre,1.2288813384126558,1.0981914054051192,0.8397967370954801,165.8810088059416,1264729.5522472286,0.421505376344086,-17.611881672448973,-16.678881120040245,-18.30502885300892,-17.37202830060019,0.181818181818182,0.407083333333333,0.438666666666666,0.43,0.175454545454546,0.377727272727273,0.276666666666667,0.388076923076923,0.650909090909091,0.588333333333333
tur,fre,1.281031607847541,1.0754664221661818,0.885798341802621,153.76322085656767,2616895.4134939993,0.531182795698924,-19.723161726265868,-16.90454216795719,-20.41630890682581,-17.597689348517132,0.272727272727273,0.655416666666667,0.696,0.562499999999999,0.190909090909091,0.565000000000001,0.435,0.361923076923077,0.573636363636363,0.576666666666666
kor,fre,1.8671096984766036,2.576614916230346,0.8908799144156192,174.12742526721848,9133210.095504519,0.515268817204301,-18.6364438971408,-17.303340767529686,-19.329591077700748,-17.996487948089634,0.363636363636364,0.532083333333334,0.558,0.559999999999999,0.552727272727273,0.480909090909091,0.598333333333333,0.514230769230769,0.480909090909091,0.333333333333333
vie,fre,1.6663133260375738,2.760244717936033,0.9130783631987163,194.60472298047037,9298429.307353633,0.535376344086021,-19.60349410117362,-18.020943102629086,-20.296641281733564,-18.714090283189034,0.363636363636364,0.55,0.516666666666667,0.604642857142856,0.330909090909091,0.499090909090909,0.473333333333333,0.468846153846153,0.595454545454545,0.611666666666666
rum,fre,1.0393689686958358,1.1324137879970346,0.7033074797182848,164.5906286890157,1687742.8037862645,NA,-16.667494574481854,-16.046834628636642,-17.360641755041797,-16.73998180919659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
guj,fre,2.3110174990314603,4.048742484649237,0.8155478291878399,168.16428458451978,6630196.180375996,0.545806451612903,-18.940897027212674,-15.98843815564598,-19.634044207772618,-16.681585336205924,0,0.574583333333333,0.618,0.766785714285714,0.415454545454546,0.433181818181818,0.616666666666666,0.492692307692308,0.567272727272727,0.536666666666666
hin,fre,2.3689894833838117,3.882846453789177,0.8141214228403316,150.81242868164665,6894454.406900699,0.545806451612903,-19.332580786937605,-17.122747188106665,-20.025727967497552,-17.81589436866661,0,0.574583333333333,0.618,0.766785714285714,0.415454545454546,0.433181818181818,0.616666666666666,0.492692307692308,0.567272727272727,0.536666666666666
yor,fre,2.1203179722566405,2.9403595547539045,0.9156637247035748,177.29511047988095,4530171.080433513,NA,-17.19560373734534,-16.74520447737697,-17.888750917905288,-17.438351657936916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mar,fre,2.4750776293430956,3.1962550583793155,0.8574485156458946,168.14326074578796,7413808.71831777,0.545806451612903,-19.264519550662936,-16.71852983110834,-19.957666731222883,-17.411677011668285,0,0.574583333333333,0.618,0.766785714285714,0.415454545454546,0.433181818181818,0.616666666666666,0.492692307692308,0.567272727272727,0.536666666666666
kan,fre,2.4271655533690257,2.897282394168906,0.88713559775341,173.83722973028216,7718166.817604139,0.534408602150537,-19.264420929134882,-19.262086318726865,-19.957568109694826,-19.95523349928681,0.272727272727273,0.546666666666667,0.56,0.64,0.346363636363636,0.452045454545454,0.485,0.430769230769231,0.58090909090909,0.594999999999999
tam,fre,2.4522387274256245,2.8879747851172266,0.863599893019524,165.68897074256543,8167208.025101235,0.534408602150537,-14.43415422123355,-17.694190342272552,-15.127301401793494,-18.3873375228325,0.272727272727273,0.546666666666667,0.56,0.64,0.346363636363636,0.452045454545454,0.485,0.430769230769231,0.58090909090909,0.594999999999999
ibo,fre,2.0739843567904477,4.045379090856861,0.8824997771240082,174.3245867007344,4832710.179993491,0.704838709677419,-17.42922024467248,-17.423641373872538,-18.122367425232426,-18.116788554432485,0.727272727272728,0.740416666666666,0.774666666666666,0.676071428571429,0.722727272727273,0.672727272727272,0.806666666666666,0.702307692307693,0.664545454545454,0.736666666666666
nep,fre,2.2096869434494475,2.991969434511127,0.8571810644557368,170.83452359136479,7254052.04443522,0.506129032258064,-17.42922024467248,-17.423641373872538,-18.122367425232426,-18.116788554432485,0.363636363636364,0.50125,0.416666666666666,0.546428571428571,0.407272727272727,0.413863636363636,0.535,0.535769230769231,0.677272727272727,0.609999999999999
spa,por,0.7701023107827274,1.071653153050707,0.6058660961041276,148.58768454288068,597460.2071138488,NA,-18.12246603844795,-17.65166257606153,-18.815613219007897,-18.344809756621473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgl,por,1.5591660732996557,2.5997709960576727,0.8856200410091825,124.83295023050687,12105069.222537471,NA,-18.398728100571724,-18.46043890348197,-19.091875281131667,-19.153586084041915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tel,por,2.383536503336806,2.1699732713710413,0.8805384683961843,72.36870702098092,8588150.737451734,NA,-18.816862343991286,-17.273906638600266,-19.510009524551233,-17.96705381916021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tha,por,1.6457459929964051,2.157846681832293,0.8447000089150397,140.59629301701676,10544875.540361779,NA,-21.07454930729326,-19.304121552631436,-21.767696487853208,-19.997268733191383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urd,por,1.9895733122650567,2.6372315674133637,0.7678523669430328,68.15926799132569,7047189.761240042,NA,-18.47022709371795,-17.651354385284634,-19.163374274277892,-18.344501565844578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rus,por,1.0785976772092631,2.6947658968675574,0.8775965053044485,147.25715681281164,4530828.91862753,NA,-17.92411367202087,-17.40302571989712,-18.617260852580813,-18.096172900457063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tur,por,1.1906020332107765,1.270686954561573,0.8899884104484265,123.29509611653518,3472438.105630484,NA,-19.771111005888077,-18.051594951233938,-20.464258186448024,-18.74474213179388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vie,por,1.521427667498141,1.5694689483830255,0.8738521886422395,141.2390935076134,10431851.589014823,NA,-20.200379636512437,-18.856585542570954,-20.89352681707238,-19.549732723130898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rum,por,0.8771089795645283,1.312615641501182,0.6465186770081126,60.39254023148574,2705293.3899319666,NA,-16.037947172599736,-17.06622657855644,-16.73109435315968,-17.759373759116382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yor,por,2.0865658621832113,2.03777258081653,0.9006864580547383,113.77069771612793,3814160.5700874035,NA,-16.93787920556746,-17.045859238268765,-17.631026386127402,-17.739006418828712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tam,por,2.3809897675289284,2.0191360403108356,0.8910582152090577,113.76321582573755,9008476.956864418,NA,-15.981663343072174,-17.313319675128668,-16.67481052363212,-18.00646685568861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgl,spa,1.598904774817472,3.5704994896571356,0.8936435767139164,188.74851444165586,11587383.838504799,0.339462365591398,-17.27824382256757,-18.346405528228015,-17.971391003127515,-19.039552708787962,0.363636363636364,0.455416666666667,0.568666666666667,0.152857142857143,0.321818181818182,0.3775,0.38,0.368846153846154,0.55,0.573333333333333
tel,spa,2.4062652287931883,2.9943668699668153,0.9165552286707676,161.73663306540226,7991529.5233370885,0.453333333333333,-19.593627381240964,-16.047572506702554,-20.286774561800907,-16.7407196872625,0.090909090909091,0.34875,0.368,0.6175,0.337272727272727,0.314772727272727,0.633333333333333,0.405769230769231,0.530909090909091,0.59
tha,spa,1.6628066770896563,3.1188604095093884,0.8541499509672819,194.20987149930346,9967999.830670804,0.402365591397849,-19.25201972388782,-18.20576270230606,-19.945166904447767,-18.898909882866004,0.454545454545454,0.349583333333333,0.417333333333333,0.308571428571429,0.392727272727273,0.362272727272727,0.606666666666666,0.438076923076923,0.460909090909091,0.556666666666666
urd,spa,2.0355440080506657,3.2818472166151604,0.8003922617455648,160.2820044053088,6450858.111649462,0.523010752688172,-18.898014906013064,-16.474035449552503,-19.591162086573007,-17.167182630112446,0.181818181818182,0.493333333333333,0.568666666666667,0.692142857142858,0.426363636363637,0.438863636363636,0.586666666666666,0.487692307692308,0.544545454545454,0.481666666666667
tur,spa,1.2366774826595157,0.5012744513638588,0.8764375501470981,161.22674296390534,2878223.0268845237,0.45494623655914,-18.662534108205357,-17.385246896878385,-19.3556812887653,-18.07839407743833,0.181818181818182,0.583333333333334,0.582000000000001,0.418928571428572,0.322727272727273,0.494090909090909,0.455,0.368461538461539,0.457272727272727,0.381666666666667
vie,spa,1.618652896813974,2.582208056554499,0.882767228314166,182.38598249308777,9882387.600936161,0.499247311827957,-20.214614823422473,-18.952980702774134,-20.90776200398242,-19.646127883334078,0.454545454545454,0.530416666666667,0.47,0.532857142857142,0.483636363636364,0.438181818181818,0.486666666666667,0.53,0.587272727272727,0.59
yor,spa,2.1686707332505315,2.9452429936919216,0.8971204421859676,165.35478775105898,3718237.387760861,NA,-16.101590632733227,-16.685935209172335,-16.794737813293175,-17.379082389732282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tam,spa,2.527558076043654,2.8170433887747435,0.8972987429794063,162.58728259115142,8411259.921828527,0.497096774193548,-14.52305016690751,-16.82974571957918,-15.216197347467453,-17.522892900139123,0.363636363636364,0.39125,0.372666666666666,0.6,0.369090909090909,0.417727272727272,0.495,0.43,0.556363636363636,0.56
fre,ben,2.144013036679286,3.012900653340457,0.8467504680395828,168.00479892896175,7921856.088380566,0.520430107526882,-19.01251429674908,-16.833747668683326,-19.705661477309025,-17.52689484924327,0.272727272727273,0.530416666666667,0.560666666666667,0.561428571428571,0.524545454545455,0.464772727272727,0.583333333333333,0.511923076923077,0.503636363636364,0.561666666666666
por,ben,2.1220639308751457,1.8549989558082802,0.7968262458767941,79.18287547436547,8985805.08588651,NA,-19.694456625026543,-18.3160651248612,-20.38760380558649,-19.009212305421148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spa,ben,2.2306548934152475,2.8861322695365508,0.861281982704823,162.24846333035998,8411117.662603414,0.524086021505376,-19.29379009499518,-17.67246688431239,-19.986937275555125,-18.365614064872332,0.363636363636364,0.458333333333334,0.514666666666666,0.632857142857143,0.52,0.474090909090909,0.603333333333333,0.466153846153846,0.4,0.358333333333333
ger,ben,2.2845894550827297,3.011540599637756,0.8127841668895427,160.52435624746076,7147511.525422445,NA,-21.01851030858572,-18.73943845517289,-21.71165748914567,-19.432585635732835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jpn,ben,2.446816432375076,2.3851008595488166,0.8831238299010431,151.58878554424086,4490322.882790303,0.580322580645161,-20.235540253021753,-19.004005390170125,-20.928687433581697,-19.69715257073007,0.272727272727273,0.565416666666667,0.578000000000001,0.667500000000001,0.445454545454545,0.512954545454546,0.583333333333333,0.573076923076924,0.727272727272728,0.5
ind,ben,2.03570211039013,2.798950190654515,0.8720691807078541,141.6070418082008,4074983.6764476798,0.536129032258065,-20.776317915660215,-19.333712218593202,-21.46946509622016,-20.026859399153146,0.090909090909091,0.58375,0.547333333333333,0.570357142857142,0.669090909090909,0.4775,0.75,0.633461538461539,0.575454545454545,0.491666666666667
mal,ben,0.8080953613508718,1.5214504058684841,0.8840153338682357,63.43384143420518,2125787.963767223,0.446989247311828,-22.0875480715941,-20.380944181307466,-22.78069525215404,-21.074091361867413,0.181818181818182,0.324583333333333,0.486,0.7375,0.453636363636363,0.354318181818182,0.705,0.268846153846154,0.090909090909091,0
pan,ben,0.9194850519127626,2.153938965212112,0.6152268877596506,74.59493047699009,1569778.561201189,0.464193548387097,-21.786790899632,-19.160212181068122,-22.479938080191943,-19.853359361628065,0.272727272727273,0.38625,0.508,0.522857142857142,0.224545454545455,0.321136363636363,0.583333333333333,0.479615384615384,0.909090909090908,0.666666666666666
fas,ben,1.894850586566214,2.591900939788105,0.776945707408398,95.04773968505611,3504143.697689875,NA,-19.543210709273573,-19.914324851466986,-20.236357889833517,-20.60747203202693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgl,ben,1.747723575548608,1.3640581687152658,0.8641347953998396,136.48877159688413,3508688.6686812914,0.551612903225806,-19.907421172947558,-19.631929821821508,-20.600568353507505,-20.325077002381455,0.272727272727273,0.56375,0.586,0.629285714285715,0.433636363636363,0.508409090909091,0.59,0.514615384615385,0.600909090909091,0.553333333333333
tel,ben,0.9977171913711296,1.4907002306294883,0.877774806097887,42.486559338621774,1445146.6458916834,0.416881720430107,-21.511699470005873,-18.61349557543563,-22.204846650565816,-19.306642755995576,0.272727272727273,0.350833333333333,0.496666666666667,0.516785714285714,0.355454545454545,0.299772727272727,0.426666666666667,0.458076923076923,0.636363636363635,0.666666666666666
tha,ben,2.3405433106167917,0.972149747621142,0.8981010965498796,138.76997387184207,1560522.6838082627,0.527096774193548,-21.596321791963387,-21.765666318547108,-22.289468972523327,-22.458813499107052,0.363636363636364,0.48375,0.44,0.560357142857142,0.536363636363637,0.513863636363637,0.585,0.534615384615386,0.454545454545454,0.5
urd,ben,0.8059325805370365,2.291879242246052,0.5365962378532584,56.056773341376584,2331017.7140615555,0.442258064516129,-20.47807721349635,-18.56490018799947,-21.171224394056292,-19.258047368559417,0.272727272727273,0.45125,0.506666666666667,0.476428571428572,0.405454545454545,0.377272727272727,0.275,0.526153846153846,0.656363636363636,0.536666666666666
eng,ben,1.0463438866737744,3.0574164733800657,0.8504056343050727,150.49830937420705,7977752.352595728,0.526129032258064,-18.199242186044707,-16.751105895451623,-18.892389366604654,-17.444253076011567,0.272727272727273,0.375,0.512666666666666,0.667500000000001,0.536363636363637,0.409090909090909,0.596666666666666,0.551923076923078,0.586363636363636,0.575
gre,ben,1.8635016468448735,3.01185347359378,0.8765267005438173,140.04429196744354,6246733.516112214,NA,-18.940290143248973,-18.071851486869043,-19.633437323808913,-18.76499866742899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rus,ben,1.9876553240044308,4.26278624050285,0.8606579299277882,146.6323261372634,4987457.040793719,0.565161290322581,-19.151039277668925,-17.658034273662913,-19.84418645822887,-18.351181454222857,0.272727272727273,0.586666666666667,0.571333333333334,0.624285714285714,0.433636363636363,0.535909090909091,0.595,0.529615384615385,0.636363636363635,0.666666666666666
ita,ben,2.3403421623089473,2.7296780455217724,0.8244628688597665,105.04078338445173,7231594.672961654,NA,-20.820988772194596,-19.768801165189192,-21.514135952754543,-20.46194834574914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pol,ben,2.014984976044448,3.1824798840761948,0.8611928323081037,67.92249658702606,6680788.839082068,0.54752688172043,-20.121558457577827,-18.551485405282193,-20.814705638137774,-19.244632585842137,0.272727272727273,0.541666666666666,0.572666666666667,0.647857142857143,0.493636363636364,0.5,0.571666666666666,0.493846153846154,0.491818181818182,0.135
tur,ben,1.8811995103674664,2.980653757965165,0.8475528216100561,110.25975613414131,5581352.706679097,0.509462365591398,-20.262590074907454,-18.539867904255477,-20.9557372554674,-19.233015084815424,0.272727272727273,0.541666666666666,0.646666666666666,0.453571428571429,0.611818181818181,0.495454545454545,0.77,0.567692307692308,0.639090909090908,0.531666666666666
kor,ben,2.2952683597799894,2.9927589585107,0.8930195239368816,139.47922661919665,3901459.1840497293,0.554301075268818,-20.516464808688472,-19.34455632672971,-21.209611989248415,-20.037703507289656,0.090909090909091,0.666666666666666,0.649333333333333,0.597857142857142,0.726363636363637,0.522727272727273,0.426666666666667,0.653461538461538,0.636363636363635,0.5
vie,ben,2.283500839985864,0.3751394218344977,0.8725149326914505,138.73258943559347,1664552.5334151452,0.433333333333333,-22.417586503780893,-19.786854053350165,-23.110733684340843,-20.48000123391011,0.090909090909091,0.48625,0.532,0.461071428571429,0.627272727272726,0.424318181818182,0.455,0.496153846153846,0.454545454545454,0.666666666666666
dut,ben,2.3041991729753244,2.913287599417613,0.8396184363020416,83.92717196277796,7608580.87267794,0.493010752688172,-20.83722843944209,-21.254614062738632,-21.530375620002037,-21.94776124329858,0.272727272727273,0.375,0.377333333333333,0.630714285714286,0.53909090909091,0.409090909090909,0.595,0.472307692307692,0.395454545454545,0.365
rum,ben,1.9117256853718816,3.0272903306957217,0.8274939823482214,70.62653255595066,6283482.655916813,NA,-17.98112475714172,-16.75614760685249,-18.67427193770167,-17.449294787412434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
guj,ben,1.2016957970675435,2.2330139072411264,0.5879468663635553,48.768154105736144,1937137.8336859606,0.442258064516129,-20.474833045039404,-17.892058019441016,-21.167980225599347,-18.58520520000096,0.272727272727273,0.45125,0.506666666666667,0.476428571428572,0.405454545454545,0.377272727272727,0.275,0.526153846153846,0.656363636363636,0.536666666666666
hin,ben,0.7548602070033142,2.058731292712532,0.5545154675938309,115.1270839095357,1321746.3491365928,0.442258064516129,-21.73545091369727,-19.73174563045943,-22.428598094257218,-20.424892811019376,0.272727272727273,0.45125,0.506666666666667,0.476428571428572,0.405454545454545,0.377272727272727,0.275,0.526153846153846,0.656363636363636,0.536666666666666
bul,ben,2.058815844414316,3.082645462910283,0.8299901934563608,95.52306565838656,6227060.65847825,0.54752688172043,-18.624971185638763,-17.927156955856127,-19.318118366198707,-18.620304136416074,0.272727272727273,0.541666666666666,0.572666666666667,0.647857142857143,0.493636363636364,0.5,0.571666666666666,0.493846153846154,0.491818181818182,0.135
yor,ben,1.4069652121180278,1.188141837211303,0.8571810644557368,113.90734674466754,9323991.838105742,NA,-17.47027082281289,-17.618869133870607,-18.163418003372833,-18.31201631443055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chi,ben,2.0331157930409978,3.467623459318933,0.8752785949897478,147.87345778696846,3029683.3075405867,0.48752688172043,-23.08437550702276,-18.16608183509083,-23.7775226875827,-18.859229015650776,0.454545454545454,0.560416666666667,0.534666666666667,0.451785714285715,0.490909090909091,0.462727272727272,0.491666666666666,0.485,0.655454545454545,0.703333333333333
mar,ben,0.8194258011310133,1.2364671873621953,0.6227155210840688,73.37335226241281,1539462.5981032634,0.442258064516129,-22.57977478654152,-17.734713892208944,-23.272921967101468,-18.427861072768888,0.272727272727273,0.45125,0.506666666666667,0.476428571428572,0.405454545454545,0.377272727272727,0.275,0.526153846153846,0.656363636363636,0.536666666666666
kan,ben,1.0111878579060596,1.6857085694413767,0.887492199340287,118.62834919704292,1860230.4180453413,0.340645161290323,-22.583203540078213,-22.583219726753477,-23.276350720638156,-23.276366907313417,0,0.274166666666667,0.37,0.434285714285714,0.291818181818182,0.176590909090909,0.466666666666667,0.43576923076923,0.647272727272727,0.571666666666666
tam,ben,0.8997829128051159,1.396339909101632,0.8874030489435678,103.09867562009177,1904947.2116173638,0.340645161290323,-17.444769938429438,-19.919183291812885,-18.137917118989385,-20.612330472372832,0,0.274166666666667,0.37,0.434285714285714,0.291818181818182,0.176590909090909,0.466666666666667,0.43576923076923,0.647272727272727,0.571666666666666
ibo,ben,1.4168969940259917,1.9067152745583846,0.8921280199696888,85.19433699695169,9073466.64894871,0.573225806451613,-16.050074608435498,-16.05014207392344,-16.743221788995445,-16.743289254483383,0.727272727272728,0.625,0.655333333333333,0.4225,0.704545454545454,0.612045454545456,0.775,0.655,0.752727272727272,0.681666666666666
nep,ben,1.0188366610744943,1.1580654076525436,0.5361504858696621,65.33531888655615,668407.5787109793,0.490537634408602,-16.050074608435498,-16.05014207392344,-16.743221788995445,-16.743289254483383,0.181818181818182,0.50125,0.536666666666667,0.457142857142858,0.633636363636362,0.409318181818182,0.436666666666667,0.692307692307693,0.73,0.551666666666666
por,ger,1.3744700033583732,1.251355463272492,0.8338236605152893,152.29842738687591,1898521.5554106086,NA,-19.97919107720167,-17.780745427129894,-20.672338257761613,-18.473892607689837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spa,ger,1.5155080754511263,0.5252076026183333,0.8289203886957297,144.56286076389057,1409573.040927153,NA,-19.299310771744956,-17.239937099720986,-19.992457952304903,-17.933084280280934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jpn,ger,2.0677684534610616,1.1686594733034823,0.8882945529107604,171.4983530927753,9137707.66192648,NA,-20.07522676411533,-18.400201291322094,-20.768373944675275,-19.093348471882038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ind,ger,1.9003308022863563,4.711528531145577,0.8983685477400374,191.05540611460296,11150043.752943655,NA,-18.87422181163036,-17.67973332549887,-19.567368992190303,-18.372880506058817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mal,ger,2.277600131283021,4.038211432833748,0.8884728537041989,163.62111215520372,7334084.061302668,NA,-20.131689088211907,-18.766190797376247,-20.82483626877185,-19.45933797793619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan,ger,2.3287874242097737,3.0995160410936204,0.8173308371222252,157.52735927989096,5646447.023633601,NA,-20.331544610264196,-18.245342754283858,-21.02469179082414,-18.938489934843805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgl,ger,1.796201613270813,3.65843193851099,0.8825889275207275,187.06707597101968,10206691.459029082,NA,-18.542005654512995,-18.76124362150462,-19.23515283507294,-19.454390802064566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tel,ger,2.593627448089033,3.3149637120884226,0.9009539092448962,161.33291707209918,6910674.882376551,NA,-20.07213823855542,-17.47116979203877,-20.76528541911537,-18.164316972598716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tha,ger,1.9829620270607027,3.3735688964420305,0.8603013283409111,203.17152530682486,8707172.815367417,NA,-20.202301363915538,-19.32147489023312,-20.895448544475485,-20.014622070793067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urd,ger,2.1549747156641184,3.6090964770586034,0.838102879557814,158.2431461627267,5382302.064537044,NA,-19.86225606606088,-17.489979966468184,-20.555403246620827,-18.18312714702813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gre,ger,1.6098225515422455,0.6042000019872231,0.8625300882588928,140.40090762207208,1195287.1606392018,NA,-19.389892093844978,-18.245401003801764,-20.08303927440492,-18.938548184361707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rus,ger,1.368289147051723,1.6051215849739267,0.8254435232236783,108.76678311009537,2680285.528892395,NA,-21.008663658578968,-18.295833909943273,-21.701810839138908,-18.98898109050322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ita,ger,1.4028321374718553,0.5161135917960336,0.769902826067576,142.5309599306933,622871.9515870598,NA,-21.326217387993367,-19.09521357450312,-22.019364568553307,-19.788360755063064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pol,ger,1.4738104754246852,0.48308389162632054,0.8603013283409111,152.42364951565116,564666.7125525845,NA,-21.256348935817645,-18.971885933032727,-21.94949611637759,-19.665033113592674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tur,ger,1.6886765032279243,0.6300242218159008,0.8769724525274137,159.73380873898398,1890050.1957939565,NA,-21.65893524439315,-18.724646675766312,-22.352082424953092,-19.417793856326256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
